structure_number,latitude,longitude,year_built,hwb_class,material,design_era,gmpe_model,sa1s_used,obs,replacement_cost_usd,vs30,nehrp_class,p_none,p_slight,p_moderate,p_extensive,p_complete,predicted_ds,repair_cost_usd
53 0081,34.03166667,-118.1983333,1965,HWB5,other,conventional,CY14,0.319407054507778,none,11376441.32625,387.674199919155,C,0.9920829242561374,0.007895974356755913,2.1057809023078383e-05,4.3578063526750776e-08,2.0027872724603728e-14,none,2714.131644849633
53 0086,34.25666667,-118.1966667,1931,HWB7,other,conventional,CY14,0.350791774209843,none,4793319.531,810.2870688750522,B,0.9999999684558434,3.154415237555549e-08,4.25190548020567e-15,4.29596909077951e-21,4.728224564837817e-31,none,0.004536037680582181
53 0088,34.25,-118.1933333,1931,HWB3,other,conventional,CY14,0.341898707087515,none,889638.75,816.0219397351001,B,0.9999999999999984,1.5324146662058862e-15,1.0885497378938505e-19,1.7813605941684969e-23,1.0557010142993988e-31,none,4.090661533389584e-11
53 0089,33.97666667,-118.4316667,1933,HWB5,other,conventional,CY14,0.4034019161565,none,4142482.344,325.6120196120058,CD,0.8935040867165258,0.10478874672103707,0.001692865140621661,1.4301340738204949e-05,8.107725658778113e-11,none,13598.39020945437
53 0090,34.05833333,-118.2416667,1950,HWB3,other,conventional,CY14,0.436591133926994,none,1477187.712,302.7062397639024,CD,0.9999999999868401,1.3156360399198356e-11,3.5807627969812444e-15,1.76276363222057e-18,8.610100305592294e-26,none,5.834562251777611e-07
53 0091,34.41166667,-118.6666667,1925,HWB5,other,conventional,CY14,0.748746829739394,none,635359.7249999999,334.5081283134377,CD,0.032376689837284145,0.40225439140003194,0.42794717568443463,0.13694027920630986,0.0004814638719394131,moderate,51476.80646134904
53 0093,34.42833333,-118.6266667,1989,HWB6,other,seismic,CY14,0.803625826003819,none,11767345.59,389.2240505325508,C,0.09869670675875197,0.7983881820722752,0.08816447046753009,0.01473753153654871,1.3109164893976987e-05,slight,408353.89977977803
53 0098,34.13833333,-118.36,1948,HWB3,other,conventional,CY14,0.58431144382461,none,5318055.49275,466.3109204101444,C,0.9999999048804921,9.499235657169739e-08,1.2692026413019816e-10,2.311295336907509e-13,1.3850690171844233e-19,none,0.015209543520343498
53 0101,34.03166667,-118.1916667,1965,HWB5,other,conventional,CY14,0.32886321194595,none,8159154.003,373.4101238113456,C,0.9882999426665171,0.011660850815971903,3.9109921370192647e-05,9.659607991604756e-08,6.084212759917233e-14,none,2880.0056741955095
53 0102,34.06166667,-118.2466667,1949,HWB5,other,conventional,CY14,0.427343586940213,none,1351350.0,328.2610913982107,CD,0.8307430998128027,0.16510507598758162,0.004102934921690586,4.888876457456456e-05,5.133505333397763e-10,none,7153.51957330688
53 0103,34.06166667,-118.2466667,1949,HWB5,other,conventional,CY14,0.430246350349064,none,1351350.0,328.2610913982107,CD,0.8220635796012445,0.17335100049724092,0.004529232617966954,5.6186649370175023e-05,6.341774693883238e-10,none,7536.365329673887
53 0109,34.065,-118.005,1933,HWB3,other,conventional,CY14,0.279783816966051,none,1351350.0,302.1413818359397,CD,1.0,3.0357597098121666e-19,7.139952734778945e-24,4.725610731380576e-28,4.9517284679910975e-37,none,1.2307893697223117e-14
53 0118,33.90833333,-118.4316667,1937,HWB10,other,conventional,CY14,0.322015888832525,none,12340903.575,340.0013702946723,CD,0.9999999999925765,7.423560267961815e-12,8.415449505847532e-19,6.856062131868993e-23,4.6157284454879055e-30,none,2.7484040745490696e-06
53 0119,34.03,-118.1883333,1965,HWB5,other,conventional,CY14,0.323690613000425,none,5171075.91,365.6629002764707,C,0.9905146651156372,0.009457264134305454,2.800791145974279e-05,6.283856418298968e-08,3.3350980894350735e-14,none,1478.7946410003563
53 0121,34.11333333,-118.1766667,1912,HWB7,other,conventional,CY14,0.367959054757844,none,16130794.68,420.2433230150843,C,0.9999998835310929,1.1646887983962545e-07,2.719116847222864e-14,3.9989164869772594e-20,7.368384458364654e-30,none,0.056362102708451406
53 0123,34.06166667,-118.17,1972,HWB5,other,conventional,CY14,0.310453295769657,none,18448810.38,421.7589343261719,C,0.9946887833213744,0.005299902540186965,1.129447115349199e-05,1.9667278501443488e-08,6.646596898954266e-15,none,2950.0671840195046
53 0130,34.05666667,-118.2116667,1934,HWB1,other,conventional,CY14,0.339700053793896,none,2110538.43,406.8554800916993,C,0.999995800461456,4.186835771487249e-06,1.2702568461791887e-08,2.040680681893303e-13,8.741658230216101e-18,none,0.2672391822783662
53 0133,34.055,-118.2033333,1972,HWB1,other,conventional,CY14,0.32820788727597,none,44599306.75200001,415.2382223795678,C,0.9999981434722869,1.8518645771909123e-06,4.663079482213425e-09,5.6426931611708314e-14,1.9532450338833294e-18,none,2.494394528455526
53 0137,33.92666667,-118.1083333,1934,HWB5,other,conventional,CY14,0.283543089340524,none,11051250.21,263.8467293992175,D,0.9986861166108564,0.001312521285972266,1.3607390014861847e-06,1.3641696476516642e-09,1.7268730463868075e-16,none,436.35683243792323
53 0138,34.03,-118.52,1940,HWB3,other,conventional,CY14,0.435223019123396,none,2354457.105,371.9656274414139,C,0.9999999999881752,1.182156960596509e-11,3.162594873721701e-15,1.535078672770546e-18,7.297907925812552e-26,none,8.355979556175441e-07
53 0143,34.06333333,-118.585,1941,HWB7,other,conventional,CY14,0.323548838935962,none,3012986.1762,576.1481896972725,BC,0.9999999969507338,3.0492660426168697e-09,1.6198550544590904e-16,8.666547791409006e-23,3.986810283518262e-33,none,0.0002756219320636936
53 0144,34.08833333,-118.6016667,1934,HWB7,other,conventional,CY14,0.435461484794642,none,2294637.345,402.2181713817456,C,0.9999925021579109,7.497830041255129e-06,1.2047739724212696e-11,6.639854201521207e-17,7.511711002419939e-26,none,0.516146236227377
53 0146,34.235,-118.6033333,1964,HWB3,other,conventional,CY14,0.774184570703295,none,3032915.885999999,286.4506568352087,CD,0.9999281612061267,7.14004397107079e-05,4.3556740122604776e-07,2.7867427793414747e-09,1.857390871602989e-14,none,6.604342024672429
53 0147,34.49666667,-118.2166667,1965,HWB3,other,conventional,CY14,0.331846531370943,none,1351350.0,445.7204455750319,C,0.9999999999999996,4.586514037171331e-16,2.764296995342281e-20,3.9538306032898684e-24,1.8108011946253897e-32,none,1.859694699434243e-11
53 0162,34.1,-118.2466667,1961,HWB3,other,conventional,CY14,0.460766444491012,none,4114860.75,354.1370035297946,CD,0.99999999992043,7.95408814568877e-11,2.908313953884745e-14,1.8243428516760594e-17,1.4176356807857627e-24,none,9.828582146668334e-06
53 0163,34.09666667,-118.2433333,1961,HWB1,other,conventional,CY14,0.448821706640559,none,14199715.53,368.1721551744827,C,0.9989004519920701,0.0010848215062901896,1.4724187528483077e-05,2.3135580933909864e-09,5.53156722655623e-13,none,478.8592664709558
53 0164,34.105,-118.2516667,1961,HWB3,other,conventional,CY14,0.481768357190606,none,3829005.18,348.1529739381435,CD,0.9999999996659947,3.338493667799529e-10,1.5577831884839893e-13,1.1938616159351326e-16,1.3617151432119073e-23,none,3.8397161003998896e-05
53 0166,34.14333333,-118.165,1953,HWB10,other,conventional,CY14,0.383968526592753,none,138337496.7975,423.2907128906257,C,0.9999999978156079,2.1843907128160804e-09,1.429189818426763e-15,2.7856145308126514e-19,7.246202725182573e-26,none,0.009065510123637738
53 0171,33.935,-118.0916667,1953,HWB5,other,conventional,CY14,0.273280479797341,none,4727022.300000001,274.0150564254948,CD,0.9992948978475793,0.0007045578771575043,5.438399576765317e-07,4.353055218508905e-10,3.6941206845363655e-17,none,100.11999782243285
53 0213,33.94333333,-118.0983333,1953,HWB1,other,conventional,CY14,0.277202502337443,none,42385254.91199999,280.431069724514,CD,0.9999999776657474,2.231181878703545e-08,2.2433693918426033e-11,6.73147773050276e-17,8.174961514941782e-22,none,0.02844683314531661
53 0214,33.89333333,-118.0416667,1955,HWB5,other,conventional,CY14,0.220404091950862,none,7410182.779999998,307.3950629208381,CD,0.9999901265886361,9.872071434346e-06,1.3396429423144762e-09,2.8668841362071306e-13,2.34676294228906e-21,none,2.1954103034000214
53 0235,34.065,-118.0666667,1937,HWB5,other,conventional,CY14,0.323822830544643,none,15746560.83,287.7208675441406,CD,0.9904625738195114,0.009509110664094787,2.8251973078916365e-05,6.354328102127161e-08,3.387411943792008e-14,none,4527.913545921867
53 0240,34.06166667,-118.2483333,1948,HWB3,other,conventional,CY14,0.424908427693615,none,3438825.390000001,335.8946629962196,CD,0.9999999999948208,5.177953882035527e-12,1.2145433075773942e-15,5.292184187753615e-19,2.046086363366366e-26,none,5.345169614953576e-07
53 0242,34.01833333,-118.4216667,1959,HWB5,other,conventional,CY14,0.47817264176241,none,8091235.152000002,290.5682911631886,CD,0.6536480783904349,0.3274764902585475,0.018447585360705628,0.00042783114789888904,1.4842413021152127e-08,none,92297.31947341532
53 0246,34.06333333,-118.2466667,1948,HWB5,other,conventional,CY14,0.428017465597012,none,13508274.78,338.601877811126,CD,0.8287475701943154,0.16700309705838595,0.004198829424314395,5.0502783692675444e-05,5.392914731060293e-10,none,72385.78570942595
53 0255,34.11,-118.2483333,1961,HWB1,other,conventional,CY14,0.497995720549881,none,54141034.14720001,331.1174095859255,CD,0.994490699523089,0.005382118718470262,0.0001271353331377418,4.640429088271083e-08,2.1012090906684016e-11,none,9293.092504338221
53 0256,34.105,-118.2483333,1961,HWB3,other,conventional,CY14,0.479852529300602,none,3091888.8,342.2222718303883,CD,0.9999999997056138,2.942517112581778e-10,1.3434234175350892e-13,1.0113147493605054e-16,1.1146078681880031e-23,none,2.7327115010999623e-05
53 0273,33.95166667,-118.1733333,1950,HWB5,other,conventional,CY14,0.325793119918877,none,18076945.887,263.0826913989738,D,0.9896588612983357,0.010308940875842982,3.2122870036194275e-05,7.49557424273015e-08,4.2663878791346556e-14,none,5637.418405113409
53 0274,33.95,-118.1616667,1933,HWB5,other,conventional,CY14,0.321695797586168,none,17502257.2725,261.1723905682376,D,0.9912733290498497,0.008702069036329741,2.4548862414779428e-05,5.305137945013021e-08,2.6337403060982367e-14,none,4603.780502949346
53 0276,34.11833333,-118.165,1939,HWB5,other,conventional,CY14,0.360251089394689,none,21064860.0162,420.436735839846,C,0.9649327729939267,0.034828773469517606,0.0002374363258369149,1.0172090070230915e-06,1.7118000754949087e-12,none,22415.379044854966
53 0279,33.87666667,-118.0133333,1934,HWB3,other,conventional,CY14,0.239495083356339,none,4068284.220000001,252.4436253446712,D,1.0,2.0590050580347278e-22,2.0515390031092968e-27,6.72261309665411e-32,1.835176231692418e-41,none,2.5130521127382604e-17
53 0283,34.105,-118.2483333,1961,HWB3,other,conventional,CY14,0.483381303531539,none,1351350.0,342.2222718303883,CD,0.9999999996287886,3.7103490880856127e-10,1.7632255784495403e-13,1.3717506138854783e-16,1.6102840539475604e-23,none,1.5061048942538543e-05
53 0303,34.52,-118.005,1952,HWB6,other,conventional,CY14,0.206793241303066,none,2838465.63,450.0632788085193,C,0.99999998080018,1.9199819573644572e-08,4.0648331064931984e-16,1.5684734902035417e-19,2.1083144411083697e-28,none,0.0016349409312741549
53 0316,34.01166667,-118.4933333,1926,HWB5,other,conventional,CY14,0.413911886638839,none,3923094.049875001,377.3805520569122,C,0.8679562352736059,0.12948184448644723,0.002536929692418078,2.4990360971514713e-05,1.8655735661152025e-10,none,16059.803328640715
53 0317,34.08333333,-118.295,1951,HWB1,other,conventional,CY14,0.457228046766847,none,1726725.0,389.8696472167969,C,0.9985068974461694,0.0014710520082447801,2.204651641354651e-05,4.028092784746142e-09,1.0795267319243415e-12,none,79.25027076860276
53 0329,34.09833333,-118.0733333,1937,HWB5,other,conventional,CY14,0.342345452628357,none,2210105.898,302.0613376291749,CD,0.9805832112246321,0.019327772716386627,8.873657381244442e-05,2.794848972315159e-07,2.7157276418981756e-13,none,1297.3365356879306
53 0363,34.37166667,-118.4983333,1969,HWB3,other,conventional,CY14,1.32329023854769,none,1351350.0,375.9586855018142,C,0.8689452406436198,0.11841606029869067,0.01181883194328246,0.0008193636463138166,5.034680933363809e-07,none,6355.848703732923
53 0365,34.04,-118.595,1940,HWB3,other,conventional,CY14,0.326177972506044,none,870269.4000000001,507.7357421874804,C,0.9999999999999998,2.2629171996037533e-16,1.2403691177593889e-20,1.6414154823629585e-24,6.477882994240219e-33,none,5.908906701995252e-12
53 0368,34.06333333,-118.215,1960,HWB3,other,conventional,CY14,0.348338963643843,moderate,41796469.9152,414.5871008300766,C,0.9999999999999968,3.222173439528903e-15,2.5365067267988433e-19,4.5153874752244864e-23,3.1439140734471825e-31,none,4.041112864839715e-09
53 0382,34.065,-118.2433333,1939,HWB4,other,conventional,CY14,0.43640989849777,none,3566062.650150001,321.6554632174091,CD,0.9999999999870248,1.2971657454918384e-11,3.5224667277355945e-15,1.7308295813823252e-18,8.423925588817802e-26,none,1.3887387448404435e-06
53 0387,34.38666667,-118.5683333,1967,HWB5,other,conventional,CY14,1.26123899939568,moderate,0.0,340.0865919426955,CD,4.210297123496964e-06,0.0027828072951293636,0.06206521900759898,0.6912738789863497,0.24387388441379848,extensive,0.0
53 0389,34.03666667,-118.17,1967,HWB7,other,conventional,CY14,0.296892524910621,none,14459895.45,408.4406506347634,C,0.9999999997866479,2.1335208375680785e-10,4.201455009933884e-18,1.1423873030912145e-24,2.076900129348274e-35,none,9.255146961510467e-05
53 0392,34.05166667,-118.2216667,1906,HWB7,other,conventional,CY14,0.34702684324577,none,6161183.028000001,397.970406752268,C,0.9999999766940045,2.3305992734441686e-08,2.7746516175258584e-15,2.5754268629922755e-21,2.523080446061929e-31,none,0.004307775974198887
53 0405,34.05333333,-118.2266667,1944,HWB7,other,conventional,CY14,0.365375495149801,none,138379861.62,379.6332706416975,C,0.9999999036035172,9.639646207124241e-08,2.075492938563294e-14,2.8880148836790174e-20,4.932097507695916e-30,none,0.40018010222842276
53 0407,34.11833333,-118.59,1927,HWB16,other,conventional,CY14,0.457834983794095,none,339073.98525,441.6616601561797,C,0.999999999998868,0.0,1.13148670067313e-12,5.26465004998783e-16,5.278444263721859e-22,none,3.073724421418217e-08
53 0426,34.08666667,-118.21,1940,HWB5,other,conventional,CY14,0.361707539266119,none,5247724.482000002,431.3452514648452,C,0.9633427369493547,0.03640014475601848,0.00025599459472844065,1.1236979234522657e-06,1.974917650492645e-12,none,5839.4832763359955
53 0427,34.09333333,-118.2033333,1939,HWB5,other,conventional,CY14,0.362936572162117,none,3820861.044,428.8042345798845,C,0.9619607485694006,0.037765396579142,0.0002726334145263418,1.2214347045127893e-06,2.2264889709708395e-12,none,4413.392271019318
53 0428,34.10166667,-118.195,1939,HWB7,other,conventional,CY14,0.366396437031127,none,2407114.710000001,426.1412646484383,C,0.999999896090437,1.0390953989179732e-07,2.3101459723001862e-14,3.2857652931408236e-20,5.7827773209314086e-30,none,0.007503669908135171
53 0429,34.10333333,-118.19,1939,HWB5,other,conventional,CY14,0.362996974763333,none,3549401.856,425.224262695314,C,0.9618918703401893,0.03783342817017304,0.00027347505360030694,1.226433797767314e-06,2.2396078299563155e-12,none,4107.323318555918
53 0430,34.10666667,-118.185,1939,HWB7,other,conventional,CY14,0.36589256434916,none,9756038.892600002,425.6418066406247,C,0.9999998998639132,1.0013606482656871e-07,2.191329085305762e-14,3.083259895193112e-20,5.34644698639652e-30,none,0.02930795739302621
53 0433,34.11833333,-118.1633333,1938,HWB15,other,conventional,CY14,0.359341088575693,none,3340699.362,419.6370115937276,C,0.999999999999873,0.0,0.0,1.270253324334941e-13,1.3317253369502133e-20,none,1.0608840624354276e-07
53 0434,34.11833333,-118.1616667,1938,HWB3,other,conventional,CY14,0.359983548125666,none,2233916.685000001,418.8373353301016,C,0.9999999999999883,1.1690236388452394e-14,1.1027901996324512e-18,2.2769166257335584e-22,2.105801745945878e-30,none,7.836476340679553e-10
53 0435,34.11833333,-118.16,1939,HWB5,other,conventional,CY14,0.357306119011134,none,2470943.475,418.0376110839833,C,0.9679930597753956,0.03180262349198502,0.00020348704021660915,8.29691124557033e-07,1.2781669693938232e-12,none,2398.2114812295868
53 0436,34.11833333,-118.1566667,1939,HWB5,other,conventional,CY14,0.355052032834058,none,1723061.34,415.9793904051289,C,0.9701989677301878,0.0296198567481897,0.00018046723719116367,7.082834121214718e-07,1.0192618124745013e-12,none,1556.2864970351181
53 0437,34.11833333,-118.1566667,1940,HWB3,other,conventional,CY14,0.361403636779293,none,1970898.93,415.9793904051289,C,0.9999999999999863,1.36163327390947e-14,1.312610825329308e-18,2.7586652476956844e-22,2.6395490755794887e-30,none,8.05299566568128e-10
53 0438,34.11833333,-118.1516667,1940,HWB3,other,conventional,CY14,0.356112067633722,none,1723061.34,412.2037776121599,C,0.9999999999999923,7.674646963644094e-15,6.821686976977375e-19,1.3414454350954293e-22,1.1300644059924751e-30,none,3.9681071570175576e-10
53 0440,34.11833333,-118.1483333,1940,HWB5,other,conventional,CY14,0.349466294667319,none,3199095.9,409.8458398293454,C,0.9751776121369397,0.024688885851075426,0.0001330275508168695,4.7446059245220564e-07,5.755703879086405e-13,none,2403.888299520036
53 0442,34.03666667,-118.1666667,1967,HWB5,other,conventional,CY14,0.293189999740758,none,9937107.18,407.356999362005,C,0.9977509846600339,0.002245971262250783,3.0403399444374777e-06,3.737770265103704e-09,6.799656328759559e-16,none,671.97997505959
53 0445,34.11166667,-118.1783333,1940,HWB1,other,conventional,CY14,0.367117729051801,none,5327562.240000001,418.0734705224041,C,0.9999761533962096,2.373706211688809e-05,1.0953834266960347e-07,3.330584071924411e-12,2.306007201801452e-16,none,3.8405104989351493
53 0446,34.03333333,-118.1833333,1965,HWB5,other,conventional,CY14,0.304001688345742,none,1351350.0,408.7279054525147,C,0.9960915908507313,0.003901357363425133,7.040994725369506e-06,1.0791115281154732e-08,2.905626258425161e-15,none,158.92781169704216
53 0455,34.19166667,-118.605,1962,HWB7,other,conventional,CY14,0.68839458800134,none,0.0,274.6310729980458,CD,0.9792736146603801,0.02072069144169043,5.6927908342845585e-06,1.1070950521521582e-09,1.7052079974960634e-16,none,0.0
53 0466,34.12833333,-118.3466667,1940,HWB5,other,conventional,CY14,0.528925445263941,none,4333374.045,479.8973859355933,C,0.45652597209036194,0.48563445717779996,0.05551030407578136,0.0023290325574449786,2.340986117368605e-07,slight,84900.98218116823
53 0468,34.115,-118.335,1940,HWB5,other,conventional,CY14,0.55079453509617,none,3713041.332,404.4580920410236,C,0.3776108548074728,0.5371392387596056,0.08094501285460254,0.004304232305147111,6.612731719844797e-07,slight,87874.68355198033
53 0489,34.06166667,-118.1633333,1938,HWB7,other,conventional,CY14,0.304382710636571,none,0.0,425.693458330589,C,0.9999999995302238,4.697761639104591e-10,1.2335916603517839e-17,4.0813040605726925e-24,9.71091353549092e-35,none,0.0
53 0490,34.20333333,-118.405,1968,HWB5,other,conventional,CY14,0.958472460085674,moderate,15654232.9944,320.2576855468743,CD,0.0010292610915971778,0.07983295714366623,0.3623921789760792,0.537352153186182,0.019393449602475313,extensive,2897877.969903011
53 0504,34.07333333,-118.2316667,1942,HWB3,other,conventional,CY14,0.429128587276921,none,1351350.0,327.0309017683738,CD,0.9999999999927099,7.288302423258088e-12,1.8047554984539503e-15,8.221532387341456e-19,3.4612865816513436e-26,none,2.9566681065176297e-07
53 0527,34.10166667,-118.2483333,1961,HWB3,other,conventional,CY14,0.470286540699133,none,1351350.0,353.9613193767331,CD,0.9999999998453967,1.545401342383858e-10,6.319746291533379e-14,4.345916505957507e-17,4.027400222593829e-24,none,6.271981145553249e-06
53 0533,34.08166667,-118.2233333,1940,HWB3,other,conventional,CY14,0.389924482192273,none,1351350.0,395.7741299934008,C,0.9999999999997603,2.396261049013983e-13,3.5071943328537254e-17,1.0379634320817819e-20,1.9128800673736493e-28,none,9.718357170034469e-09
53 0534,34.025,-118.0716667,1952,HWB5,other,conventional,CY14,0.312559118890614,none,11743681.95,276.639112404183,CD,0.9941502286522816,0.005836626942491469,1.3120600212863926e-05,2.3805005322480027e-08,8.655201522367924e-15,none,2068.701336378536
53 0535,34.195,-118.3266667,1942,HWB7,other,conventional,CY14,0.845824624951854,none,1351350.0,341.7910564375655,CD,0.8435662306860836,0.15604298561635044,0.0003904154986476751,3.68198409508868e-07,5.088173644621513e-13,none,6368.392089025221
53 0539,34.06833333,-118.2383333,1942,HWB10,other,conventional,CY14,0.439943108098508,none,1726725.0,312.775681193902,CD,0.999999894379977,1.0561975619671893e-07,2.6663150889716896e-13,1.0188460458124529e-16,7.52656005593119e-23,none,0.005471325081488564
53 0540,34.07,-118.2366667,1942,HWB5,other,conventional,CY14,0.443083813322184,none,1351350.0,314.9953876969245,CD,0.7812001587106718,0.2118261183548864,0.006872195882977609,0.00010152548378875868,1.567675458944952e-09,none,9364.77733779093
53 0541,34.07333333,-118.2316667,1942,HWB5,other,conventional,CY14,0.429024720215152,none,1351350.0,327.0309017683738,CD,0.8257428419058224,0.1698585563769131,0.0043455968380839245,5.300429879998279e-05,5.803806880025574e-10,none,7373.8522118631045
53 0542,34.075,-118.2316667,1942,HWB7,other,conventional,CY14,0.432471013120777,none,1351350.0,328.0139620176659,CD,0.9999935915223371,6.4084681443948836e-06,9.518400677447005e-12,4.970257374550119e-17,5.220843891192227e-26,none,0.2598035318398926
53 0552,33.82833333,-118.14,1941,HWB7,other,conventional,CY14,0.263356066211834,none,0.0,242.3017156982419,D,0.9999999999961291,3.870855750637528e-12,1.9054419407789277e-20,2.0144511507506612e-27,1.0030497882429429e-38,none,0.0
53 0553,33.83,-118.1416667,1941,HWB5,other,conventional,CY14,0.264744048857233,none,0.0,242.6513290212775,D,0.9995977328849579,0.00040202642732081436,2.4052915528579337e-07,1.5856595966205564e-10,9.534636115469188e-18,none,0.0
53 0555,34.05166667,-118.2233333,1947,HWB3,other,conventional,CY14,0.352129298204975,none,1351350.0,397.2509201520263,C,0.9999999999999951,4.938877702095345e-15,4.126513793619531e-19,7.713274718842616e-23,5.896540645467575e-31,none,2.0026920845545165e-10
53 0556,34.05166667,-118.2233333,1944,HWB3,other,conventional,CY14,0.352051804032878,none,1351350.0,397.2509201520263,C,0.9999999999999951,4.896306736186724e-15,4.085992897956577e-19,7.629956318123425e-23,5.821772628289862e-31,none,1.9854292186725358e-10
53 0559,34.1,-118.2483333,1961,HWB7,other,conventional,CY14,0.457320930072188,none,1351350.0,359.8308431498929,CD,0.9999778528084311,2.2147129373137125e-05,6.219521160337111e-11,5.029234577549065e-16,9.638443284461766e-25,none,0.897862422321508
53 0560,33.81333333,-118.1366667,1958,HWB5,other,conventional,CY14,0.261726281345957,none,0.0,238.8016803993068,D,0.9996734561890656,0.00032636563885899615,1.780626436200185e-07,1.094317914441503e-10,5.8098034853201285e-18,none,0.0
53 0562,34.10333333,-118.25,1961,HWB5,other,conventional,CY14,0.475740227532397,none,1351350.0,348.8878051757954,CD,0.6630084651662858,0.31926079096916776,0.017340496721553668,0.0003902343168957965,1.2826097090784423e-08,none,14949.491634439855
53 0567,34.1,-118.2483333,1961,HWB1,other,conventional,CY14,0.46549364571981,none,1726725.0,359.8308431498929,CD,0.9980089329326834,0.0019587596891677854,3.230055035952298e-05,6.825746958300678e-09,2.0422760667604452e-12,none,105.9320632273394
53 0570,34.1,-118.2483333,1961,HWB5,other,conventional,CY14,0.462944887705409,none,1351350.0,359.8308431498929,CD,0.7112388666147813,0.27619516655562454,0.012329770154595623,0.00023619086141675366,5.813581802962395e-09,none,12609.838927948971
53 0571,34.07166667,-118.075,1953,HWB15,other,conventional,CY14,0.333797733784767,none,1726725.0,293.1107238769579,CD,0.9999999999999923,0.0,0.0,7.624021540406027e-15,3.981961806176761e-22,none,3.291147836164699e-09
53 0577,34.10333333,-118.2466667,1961,HWB5,other,conventional,CY14,0.47331809524442,none,0.0,347.295833790974,CD,0.6722769615031586,0.3110781314706924,0.01628920060800412,0.00035569534286898196,1.1075275839295437e-08,none,0.0
53 0579,34.185,-118.1783333,1974,HWB5,other,conventional,CY14,0.387768636574662,none,36461098.674,530.7518620778297,C,0.9254902297930668,0.0736218458556749,0.0008820428999238534,5.881429505530972e-06,2.1828926984189187e-11,none,83156.4334871724
53 0580,33.82166667,-118.1366667,1941,HWB3,other,conventional,CY14,0.260346269332958,none,0.0,240.0739075716584,D,1.0,1.114712424406706e-20,1.761657842529998e-25,8.420527413543098e-30,4.733402758852693e-39,none,0.0
53 0582,34.04833333,-118.22,1947,HWB5,other,conventional,CY14,0.340756485807636,none,6965040.33225,397.9466259765625,C,0.981655457890376,0.01826342973534776,8.086474470575563e-05,2.4762934163962475e-07,2.28845419942796e-13,none,3861.6550267058574
53 0583,34.04333333,-118.22,1947,HWB5,other,conventional,CY14,0.340804668974961,none,4860715.859999999,398.124736328125,C,0.981623629110012,0.018295028361269387,8.109398479591462e-05,2.485436926452236e-07,2.300409201530064e-13,none,2699.644047072354
53 0592,34.065,-118.245,1948,HWB5,other,conventional,CY14,0.421765798257359,none,2947564.62,335.2990637207031,CD,0.8467980172936078,0.1497883863813379,0.0033763920049431667,3.720398058597214e-05,3.395250845682627e-10,none,14068.915419894072
53 0593,33.91833333,-118.08,1954,HWB5,other,conventional,CY14,0.271923555955691,none,7187898.217499999,265.566766357418,D,0.9993533057339751,0.0006462146042290597,4.792896539502977e-07,3.7214187846197813e-10,2.99201633922619e-17,none,139.62401960546066
53 0594,33.91166667,-118.0716667,1954,HWB5,other,conventional,CY14,0.265024021647707,none,6541524.990000001,261.0479734888413,D,0.999589987112681,0.00040976547201871934,2.472512452747881e-07,1.6405498183285775e-10,9.978575585128466e-18,none,80.54439256597597
53 0595,34.03666667,-118.22,1932,HWB15,other,conventional,CY14,0.333885991731684,none,106782987.8115,399.495090332032,C,0.9999999999999923,0.0,0.0,7.703145495320567e-15,4.0333564899231326e-22,none,2.056412659536425e-07
53 0596,34.03333333,-118.22,1948,HWB5,other,conventional,CY14,0.330364898818514,none,7890757.875000001,400.3690795898438,C,0.9875856856123423,0.01237120458022832,4.300063020332825e-05,1.0917715379570133e-07,7.223359348413237e-14,none,2955.90537704423
53 0597,34.03166667,-118.2183333,1947,HWB7,other,conventional,CY14,0.339654628407883,none,24844040.0208,387.5954143055817,C,0.9999999873458905,1.2654108340864062e-08,1.1765694349010703e-15,9.224417007086048e-22,7.168134314755207e-32,none,0.009431377559903755
53 0598,34.03166667,-118.2166667,1948,HWB15,other,conventional,CY14,0.334224773993929,none,7567650.09,389.3897224131928,C,0.999999999999992,0.0,0.0,8.014236626290881e-15,4.236671955702245e-22,none,1.5162237837722963e-08
53 0599,34.03166667,-118.215,1948,HWB10,other,conventional,CY14,0.329591476433142,none,14034083.2632,389.5998376464967,C,0.9999999999835669,1.6433036254520295e-11,2.3493712036677286e-18,2.148112715046483e-22,1.7292130295012576e-29,none,6.918680610349018e-06
53 0600,34.02833333,-118.2116667,1948,HWB15,other,conventional,CY14,0.340586228154375,none,5991345.359999999,358.875015685739,CD,0.9999999999999833,0.0,0.0,1.665420153819898e-14,1.0521895452724963e-21,none,2.494527458162928e-08
53 0601,34.02666667,-118.2083333,1948,HWB5,other,conventional,CY14,0.348018228120106,none,8472423.959999999,341.2888706783338,CD,0.9763594430258433,0.02351743475956038,0.00012269543784878376,4.2677625247680477e-07,4.950703433679887e-13,none,6061.55651496331
53 0602,34.025,-118.2016667,1947,HWB28,other,conventional,CY14,0.359240110951428,none,5593372.785,322.367438225587,CD,0.9999999999999892,1.0788888578892993e-14,1.0062524993104717e-18,2.0583217988976399e-22,1.8699626344043823e-30,none,1.8108388281789192e-09
53 0603,34.02333333,-118.1966667,1948,HWB3,other,conventional,CY14,0.35489732439693,none,3462023.565,317.161557507839,CD,0.9999999999999933,6.71495609180918e-15,5.857484698279066e-19,1.1342297530461573e-22,9.277254162290231e-31,none,6.975824150022236e-10
