structure_number,latitude,longitude,year_built,hwb_class,material,design_era,sa1s_shakemap,obs,replacement_cost_usd,vs30,nehrp_class,p_none,p_slight,p_moderate,p_extensive,p_complete,predicted_ds,repair_cost_usd
53 0017,34.27333333,-118.3366667,1921,HWB5,other,conventional,0.3983,none,14009760.765,402.779751023919,C,0.904736241554269,0.09387516629407246,0.0013778055438050478,1.078655449542691e-05,5.335810499681031e-11,none,41037.05674011254
53 0018,34.26833333,-118.335,1975,HWB5,other,seismic,0.3983,none,10876435.6701,453.7248718261977,C,0.904736241554269,0.09387516629407246,0.0013778055438050478,1.078655449542691e-05,5.335810499681031e-11,none,31858.995682434666
53 0025,34.01166667,-118.16,1950,HWB5,other,conventional,0.1674,none,2434159.728,366.0206945800783,C,0.9999999916500532,8.349827767881576e-09,1.1901966322230812e-13,4.659849090902644e-18,1.8937659061149687e-27,none,0.0006097676145147926
53 0027,34.03166667,-118.8416667,1927,HWB7,other,conventional,0.1576,none,3413329.920000001,366.515018880704,C,1.0,2.4693194604903465e-21,3.118164766681561e-32,5.706286593384393e-41,1.0978038774292919e-54,none,2.5285805990441346e-16
53 0028,34.01666667,-118.8166667,1927,HWB7,other,conventional,0.1471,none,3441708.27,361.8612950610349,C,1.0,8.760983679061155e-23,4.9540468000778325e-34,5.253498892547235e-43,4.7889287515001926e-57,none,9.045824994604344e-18
53 0029,34.025,-118.7633333,1926,HWB7,other,conventional,0.0941,none,1917565.65,600.0,BC,1.0,2.0290348941683877e-33,6.241037922735153e-47,1.9220312554454105e-57,1.3811459455201816e-73,none,1.1672422847127014e-28
53 0030,34.03333333,-118.7416667,1947,HWB3,other,conventional,0.135,none,0.0,358.9543418977236,CD,1.0,2.4192044455621696e-36,1.0073764503493742e-42,2.4590028330376492e-48,4.6762319378386745e-60,none,0.0
53 0031,34.03333333,-118.7333333,1926,HWB5,other,conventional,0.1702,none,2397403.008,357.5036255445551,CD,0.9999999865249054,1.347487437244798e-08,2.2017338741297799e-13,9.552500646654265e-18,4.654068361637533e-27,none,0.0009691833638604666
53 0033,34.03833333,-118.6483333,1925,HWB3,other,conventional,0.1087,none,1047251.205,616.4305837239351,BC,1.0,1.5684891185619137e-42,1.9623554505755717e-49,1.792103756145965e-55,5.2026222938019e-68,none,4.927808002398036e-38
53 0034,34.03666667,-118.635,1926,HWB3,other,conventional,0.1141,none,1839772.935,613.8774511718632,BC,1.0,4.2085375750091967e-41,6.89147844694362e-48,7.842602308341791e-54,3.4673658219540533e-66,none,2.322827072233785e-36
53 0035,34.03833333,-118.5833333,1933,HWB5,other,conventional,0.1728,none,3054834.783000001,606.388654938077,BC,0.9999999792531179,2.0746498043849224e-08,3.840205350073866e-13,1.8300240564387702e-17,1.0523118320095219e-26,none,0.001901407579012834
53 0041,34.00833333,-118.1583333,1950,HWB5,other,conventional,0.1485,none,5057589.537,363.8091910078165,C,0.9999999997841641,2.1583472117204584e-10,1.145456724931909e-15,2.1344185654092187e-20,2.3390375260967802e-30,none,3.274856631261484e-05
53 0042,34.08,-118.225,1944,HWB5,other,conventional,0.2045,none,1351350.0,382.9445617675862,C,0.9999982764699524,1.7234030773526216e-06,1.2695311139588603e-10,1.712644488988075e-14,6.196085641750658e-23,none,0.06988135289033616
53 0061,34.22,-118.1933333,1930,HWB7,other,conventional,0.1425,none,5214156.948,632.358246244476,BC,1.0,1.8079776033089634e-23,7.059330699377468e-35,5.821501095942362e-44,3.761221878648796e-58,none,2.8281236946659923e-18
53 0062,33.9,-118.395,1930,HWB5,other,conventional,0.1742,none,6529930.407000001,316.2416015624984,CD,0.9999999739553848,2.6044100070629776e-08,5.151574018249793e-13,2.5806371997624524e-17,1.620752894587004e-26,none,0.0051022539867117455
53 0063,34.24333333,-118.19,1931,HWB5,other,conventional,0.091,none,3774482.712000001,823.6441064453136,B,1.0,1.80027119883525e-18,1.6432322789099697e-25,1.4558771880564445e-31,7.428509223099625e-44,none,2.0385282512640705e-13
53 0065,34.50833333,-118.63,1951,HWB5,other,conventional,0.466,none,1351350.0,336.8545471191437,CD,0.6999022711343694,0.2864225466473545,0.01340814040794391,0.00026703476225021567,7.048081969995792e-09,none,13151.464376496353
53 0069,34.03,-118.205,1965,HWB1,other,conventional,0.1958,none,1726725.0,373.9792358398723,C,0.9999999999997194,2.80546249927527e-13,4.2052431003761506e-17,7.051306512383663e-24,9.8513149663179e-30,none,1.4538595743941203e-08
53 0070,34.03,-118.2033333,1965,HWB5,other,conventional,0.1958,none,1351350.0,373.9406547460005,C,0.9999994118217502,5.88147886835884e-07,3.03597695921316e-11,3.132062430157989e-15,7.051316363698629e-24,none,0.02384709259836937
53 0073,34.07833333,-118.2816667,1949,HWB5,other,conventional,0.2647,none,8019586.575,394.6990035340575,C,0.9995989398491864,0.0004008205060026855,2.3948709265140923e-07,1.577183281903223e-10,9.466545785991216e-18,none,96.58640567458713
53 0074,34.16,-118.635,1957,HWB7,other,conventional,0.5321,none,0.0,296.3212145996081,CD,0.9995604791642342,0.00043951396763826047,6.867946414188606e-09,1.8119567957958843e-13,1.768498797219909e-21,none,0.0
53 0075,34.03,-118.2,1965,HWB3,other,conventional,0.1958,none,1351350.0,373.8634948730765,C,1.0,6.639005711826211e-27,2.1704258745836676e-32,2.857728514074805e-37,1.3636837859843747e-47,none,2.6915095756083977e-22
53 0081,34.03166667,-118.1983333,1965,HWB5,other,conventional,0.1958,none,11376441.32625,387.674199919155,C,0.9999994118217502,5.88147886835884e-07,3.03597695921316e-11,3.132062430157989e-15,7.051316363698629e-24,none,0.20075853757131742
53 0086,34.25666667,-118.1966667,1931,HWB7,other,conventional,0.095,none,4793319.531,810.2870688750522,B,1.0,3.600088770934172e-33,1.237602438889061e-46,4.110134059451715e-57,3.2747023655548405e-73,none,5.17691274571624e-28
53 0088,34.25,-118.1933333,1931,HWB3,other,conventional,0.095,none,889638.75,816.0219397351001,B,1.0,1.237602365646504e-46,7.328362185438957e-54,3.630787694557699e-60,3.2747023655548405e-73,none,3.3030575862808015e-42
53 0089,33.97666667,-118.4316667,1933,HWB5,other,conventional,0.3042,none,4142482.344,325.6120196120058,CD,0.9960535907608971,0.003939252023907141,7.146219279924517e-06,1.0995912917887268e-08,2.9817414048273364e-15,none,491.92809330965457
53 0090,34.05833333,-118.2416667,1950,HWB3,other,conventional,0.2223,none,1477187.712,302.7062397639024,CD,1.0,5.0496408733563995e-24,3.332437919684598e-29,7.794960371559568e-34,1.1165485236420624e-43,none,2.2378196184099293e-19
53 0091,34.41166667,-118.6666667,1925,HWB5,other,conventional,0.6805,none,635359.7249999999,334.5081283134377,CD,0.0854853398684372,0.5374767753654501,0.3188119292432577,0.058147227581397835,7.872794145718121e-05,slight,35735.67585560101
53 0093,34.42833333,-118.6266667,1989,HWB6,other,seismic,0.7031,none,11767345.59,389.2240505325508,C,0.2673523732015456,0.7060472549357673,0.024379073259242625,0.0022207468508785248,5.517525659947703e-07,slight,278738.7865461072
53 0098,34.13833333,-118.36,1948,HWB3,other,conventional,0.3715,none,5318055.49275,466.3109204101444,C,0.9999999999999608,3.9171942994713826e-14,4.394023394204233e-18,1.0455997187899964e-21,1.2690596393272654e-29,none,6.251427801100977e-09
53 0101,34.03166667,-118.1916667,1965,HWB5,other,conventional,0.1958,none,8159154.003,373.4101238113456,C,0.9999994118217502,5.88147886835884e-07,3.03597695921316e-11,3.132062430157989e-15,7.051316363698629e-24,none,0.1439834987485826
53 0102,34.06166667,-118.2466667,1949,HWB5,other,conventional,0.2095,none,1351350.0,328.2610913982107,CD,0.9999969288208479,3.070903555618864e-06,2.7555329290920287e-10,4.314245954738554e-14,2.0312761900489873e-22,none,0.12452576968709733
53 0103,34.06166667,-118.2466667,1949,HWB5,other,conventional,0.2095,none,1351350.0,328.2610913982107,CD,0.9999969288208479,3.070903555618864e-06,2.7555329290920287e-10,4.314245954738554e-14,2.0312761900489873e-22,none,0.12452576968709733
53 0109,34.065,-118.005,1933,HWB3,other,conventional,0.1277,none,1351350.0,302.1413818359397,CD,1.0,6.988763794162863e-38,2.1378738310490456e-44,4.0553876646693783e-50,4.762008293865504e-62,none,2.8332820971989374e-33
53 0118,33.90833333,-118.4316667,1937,HWB10,other,conventional,0.1124,none,12340903.575,340.0013702946723,CD,1.0,1.5352768608613279e-33,4.473520669509886e-45,1.926028552727729e-51,3.8813559518517623e-62,none,5.684011110289668e-28
53 0119,34.03,-118.1883333,1965,HWB5,other,conventional,0.2077,none,5171075.91,365.6629002764707,C,0.9999974974514863,2.502339221344046e-06,2.0926130123192038e-10,3.1066261606620516e-14,1.3313313949654031e-22,none,0.38828019063160624
53 0121,34.11333333,-118.1766667,1912,HWB7,other,conventional,0.1391,none,16130794.68,420.2433230150843,C,1.0,5.35783992245428e-24,1.5786447075200269e-35,1.0753006336901646e-44,5.347893349575605e-59,none,2.5927864715428846e-18
53 0123,34.06166667,-118.17,1972,HWB5,other,conventional,0.1668,none,18448810.38,421.7589343261719,C,0.9999999924784055,7.521490371691946e-09,1.040891085092239e-13,3.985683389108223e-18,1.5574236095896181e-27,none,0.004163030133271033
53 0130,34.05666667,-118.2116667,1934,HWB1,other,conventional,0.2093,none,2110538.43,406.8554800916993,C,0.999999999996927,3.072357262632889e-12,6.641561846807025e-16,1.9386458601424446e-22,4.102726752281905e-28,none,1.9464198047868326e-07
53 0133,34.055,-118.2033333,1972,HWB1,other,conventional,0.2088,none,44599306.75200001,415.2382223795678,C,0.9999999999971745,2.824901712032825e-12,6.026999650862016e-16,1.7246329267432904e-22,3.595861335890238e-28,none,3.7818101419487944e-06
53 0137,33.92666667,-118.1083333,1934,HWB5,other,conventional,0.13,none,11051250.21,263.8467293992175,D,0.9999999999975315,2.468507338755187e-12,4.358412463848953e-18,3.55538453579963e-23,9.07443992701366e-34,none,8.184066207449052e-07
53 0138,34.03,-118.52,1940,HWB3,other,conventional,0.3288,none,2354457.105,371.9656274414139,C,0.9999999999999997,3.1451404761709947e-16,1.8016826277697748e-20,2.4719373790520206e-24,1.0454187216945206e-32,none,2.2218690063620424e-11
53 0143,34.06333333,-118.585,1941,HWB7,other,conventional,0.1274,none,3012986.1762,576.1481896972725,BC,1.0,5.679166325824385e-26,6.005365614424731e-38,2.0400547693309697e-47,3.915328986752496e-62,none,5.133374889629301e-21
53 0144,34.08833333,-118.6016667,1934,HWB7,other,conventional,0.1971,none,2294637.345,402.2181713817456,C,0.9999999999999999,5.557356285026001e-17,9.47530711857452e-27,1.0165874183199783e-34,2.203033292818037e-47,none,3.8256351830667294e-12
53 0146,34.235,-118.6033333,1964,HWB3,other,conventional,0.7279,none,3032915.885999999,286.4506568352087,CD,0.999980215612861,1.969763889724529e-05,8.632858617735102e-08,4.196539619496195e-10,1.652140960953061e-15,none,1.8135028438818184
53 0147,34.49666667,-118.2166667,1965,HWB3,other,conventional,0.1804,none,1351350.0,445.7204455750319,C,1.0,7.424252178370674e-29,1.5420066135246684e-34,1.4009154324493156e-39,3.2878193932859657e-50,none,3.009845625170742e-24
53 0162,34.1,-118.2466667,1961,HWB3,other,conventional,0.2652,none,4114860.75,354.1370035297946,CD,1.0,2.634055170569469e-20,4.609897150180438e-25,2.3953883230712926e-29,1.5798061877946528e-38,none,3.251782847733741e-15
53 0163,34.09666667,-118.2433333,1961,HWB1,other,conventional,0.2652,none,14199715.53,368.1721551744827,C,0.9999999937456665,6.249397733779286e-09,4.935792413335442e-12,1.0267643331647316e-17,9.472394084044775e-23,none,0.002667797085910284
53 0164,34.105,-118.2516667,1961,HWB3,other,conventional,0.2652,none,3829005.18,348.1529739381435,CD,1.0,2.634055170569469e-20,4.609897150180438e-25,2.3953883230712926e-29,1.5798061877946528e-38,none,3.0258845012453082e-15
53 0166,34.14333333,-118.165,1953,HWB10,other,conventional,0.0734,none,138337496.7975,423.2907128906257,C,1.0,1.0348471095366253e-45,4.098447694032801e-59,2.0985506399043612e-66,1.5710464354982238e-78,none,4.294744761043205e-39
53 0171,33.935,-118.0916667,1953,HWB5,other,conventional,0.13,none,4727022.300000001,274.0150564254948,CD,0.9999999999975315,2.468507338755187e-12,4.358412463848953e-18,3.55538453579963e-23,9.07443992701366e-34,none,3.500623253673314e-07
53 0213,33.94333333,-118.0983333,1953,HWB1,other,conventional,0.1245,none,42385254.91199999,280.431069724514,CD,1.0,1.3526051516197061e-21,1.671207555766488e-26,6.432966485661153e-35,5.330949903742079e-42,none,1.7199720920478605e-15
53 0214,33.89333333,-118.0416667,1955,HWB5,other,conventional,0.1426,none,7410182.779999998,307.3950629208381,CD,0.999999999942135,5.7864778943530984e-11,2.196727313343655e-16,3.182951171688982e-21,2.237852817800106e-31,none,1.2863787885979634e-05
53 0235,34.065,-118.0666667,1937,HWB5,other,conventional,0.1606,none,15746560.83,287.7208675441406,CD,0.9999999975489766,2.4509985949025126e-09,2.4826356009369585e-14,7.518245409673887e-19,1.9413983337071375e-28,none,0.0011578752314039783
53 0240,34.06166667,-118.2483333,1948,HWB3,other,conventional,0.2095,none,3438825.390000001,335.8946629962196,CD,1.0,2.391957035793161e-25,1.137010079778832e-30,2.033455879057412e-35,1.7430093615011432e-45,none,2.467688057523622e-20
53 0242,34.01833333,-118.4216667,1959,HWB5,other,conventional,0.3283,none,8091235.152000002,290.5682911631886,CD,0.9885592821199302,0.01140289145513543,3.7734189420525646e-05,9.223545683489731e-08,5.703017649159959e-14,none,2792.516156430789
53 0246,34.06333333,-118.2466667,1948,HWB5,other,conventional,0.2095,none,13508274.78,338.601877811126,CD,0.9999969288208479,3.070903555618864e-06,2.7555329290920287e-10,4.314245954738554e-14,2.0312761900489873e-22,none,1.244776197228183
53 0255,34.11,-118.2483333,1961,HWB1,other,conventional,0.3039,none,54141034.14720001,331.1174095859255,CD,0.9999997300645019,2.69488555860012e-07,4.469393576068821e-10,2.8672613915722393e-15,6.160686215141498e-20,none,0.4396475326871092
53 0256,34.105,-118.2483333,1961,HWB3,other,conventional,0.2652,none,3091888.8,342.2222718303883,CD,1.0,2.634055170569469e-20,4.609897150180438e-25,2.3953883230712926e-29,1.5798061877946528e-38,none,2.4433757489703774e-15
53 0273,33.95166667,-118.1733333,1950,HWB5,other,conventional,0.1592,none,18076945.887,263.0826913989738,D,0.9999999981179656,1.8820166954250595e-09,1.773557290601432e-14,5.087301656473221e-19,1.1936904136800447e-28,none,0.0010206590695472884
53 0274,33.95,-118.1616667,1933,HWB5,other,conventional,0.1592,none,17502257.2725,261.1723905682376,D,0.9999999981179656,1.8820166954250595e-09,1.773557290601432e-14,5.087301656473221e-19,1.1936904136800447e-28,none,0.0009882110470648617
53 0276,34.11833333,-118.165,1939,HWB5,other,conventional,0.1534,none,21064860.0162,420.436735839846,C,0.9999999993983492,6.016466124193343e-10,4.174509976919869e-15,9.513552329042172e-20,1.4873176946984278e-29,none,0.00038021508543349447
53 0279,33.87666667,-118.0133333,1934,HWB3,other,conventional,0.1227,none,4068284.220000001,252.4436253446712,D,1.0,5.2222980031333836e-39,1.279949122458158e-45,2.025557098355156e-51,1.6820856247741328e-63,none,6.373741933263574e-34
53 0283,34.105,-118.2483333,1961,HWB3,other,conventional,0.2652,none,1351350.0,342.2222718303883,CD,1.0,2.634055170569469e-20,4.609897150180438e-25,2.3953883230712926e-29,1.5798061877946528e-38,none,1.0679089811933468e-15
53 0303,34.52,-118.005,1952,HWB6,other,conventional,0.1846,none,2838465.63,450.0632788085193,C,0.9999999993430942,6.569057314487184e-10,3.351993969609578e-18,7.756217557691549e-22,3.333213828476023e-31,none,5.593813098772788e-05
53 0316,34.01166667,-118.4933333,1926,HWB5,other,conventional,0.3247,none,3923094.049875001,377.3805520569122,C,0.9901111654498599,0.009858845939628805,2.9920202348893075e-05,6.840812483441331e-08,3.754888936383884e-14,none,1169.7728697804253
53 0317,34.08333333,-118.295,1951,HWB1,other,conventional,0.2744,none,1726725.0,389.8696472167969,C,0.9999999832543964,1.672968894368638e-08,1.591463459809986e-11,4.3903212767710447e-17,5.005766338880662e-22,none,0.0008688255989857763
53 0329,34.09833333,-118.0733333,1937,HWB5,other,conventional,0.1591,none,2210105.898,302.0613376291749,CD,0.9999999981534397,1.846543050472284e-09,1.731136077876185e-14,4.946323140784592e-19,1.1526609800937302e-28,none,0.00012243473167133342
53 0363,34.37166667,-118.4983333,1969,HWB3,other,conventional,0.9465,none,1351350.0,375.9586855018142,C,0.9974205988237452,0.0025337595334032703,4.493906636925975e-05,7.025506061547263e-07,2.587610804410971e-11,none,107.81553385906862
53 0365,34.04,-118.595,1940,HWB3,other,conventional,0.1269,none,870269.4000000001,507.7357421874804,C,1.0,4.658993893602066e-38,1.376355900430681e-44,2.537460377344232e-50,2.8215355946326317e-62,none,1.2163749043624799e-33
53 0368,34.06333333,-118.215,1960,HWB3,other,conventional,0.2259,moderate,41796469.9152,414.5871008300766,C,1.0,1.1364173006692877e-23,8.196472354847469e-29,2.0618268887955638e-33,3.394010416135351e-43,none,1.4249743543993428e-17
53 0382,34.065,-118.2433333,1939,HWB4,other,conventional,0.2095,none,3566062.650150001,321.6554632174091,CD,1.0,2.391957035793161e-25,1.137010079778832e-30,2.033455879057412e-35,1.7430093615011432e-45,none,2.5589930328379346e-20
53 0387,34.38666667,-118.5683333,1967,HWB5,other,conventional,0.9994,moderate,0.0,340.0865919426955,CD,0.0004996426588917968,0.053377804061403133,0.30861872845301574,0.6058745033731264,0.0316293214535629,extensive,0.0
53 0389,34.03666667,-118.17,1967,HWB7,other,conventional,0.1854,none,14459895.45,408.4406506347634,C,1.0,4.048618994062243e-18,3.3881816284118486e-28,2.2410191523340685e-36,2.5040258916340143e-49,none,1.7562782215226683e-12
53 0392,34.05166667,-118.2216667,1906,HWB7,other,conventional,0.2093,none,6161183.028000001,397.970406752268,C,0.9999999999999993,6.641563783181291e-16,2.2756958396122343e-25,3.924220671819863e-33,1.6288959623100626e-45,none,1.2275967029311598e-10
53 0405,34.05333333,-118.2266667,1944,HWB7,other,conventional,0.2534,none,138379861.62,379.6332706416975,C,0.9999999999990103,9.896304418157003e-13,3.117431070651829e-21,2.431960140928565e-28,7.98376114851703e-40,none,4.108347742313065e-06
53 0407,34.11833333,-118.59,1927,HWB16,other,conventional,0.2925,none,339073.98525,441.6616601561797,C,1.0,0.0,1.0473639025970808e-20,5.294222147210013e-25,1.701726886196765e-32,none,2.841519602992945e-16
53 0426,34.08666667,-118.21,1940,HWB5,other,conventional,0.2152,none,5247724.482000002,431.3452514648452,C,0.9999942592637622,5.7400949705770756e-06,6.41148797776414e-10,1.1843657078565734e-13,7.4722399687466015e-22,none,0.9039424283431146
53 0427,34.09333333,-118.2033333,1939,HWB5,other,conventional,0.1719,none,3820861.044,428.8042345798845,C,0.9999999821074879,1.7892194886045413e-08,3.1726194679218467e-13,1.4638128786556153e-17,7.950316501448646e-27,none,0.0020510047040400315
53 0428,34.10166667,-118.195,1939,HWB7,other,conventional,0.1719,none,2407114.710000001,426.1412646484383,C,1.0,1.4011568807017118e-19,4.864772407631859e-30,1.7697418416469486e-38,8.721675651877219e-52,none,1.0118236016601225e-14
53 0429,34.10333333,-118.19,1939,HWB5,other,conventional,0.1516,none,3549401.856,425.224262695314,C,0.9999999995843172,4.156802198941601e-10,2.6164372290952003e-15,5.541937891090542e-20,7.614216811085202e-30,none,4.426322731199358e-05
53 0430,34.10666667,-118.185,1939,HWB7,other,conventional,0.1516,none,9756038.892600002,425.6418066406247,C,1.0,3.8243371925777325e-22,3.0723819798147895e-33,4.1355813732692013e-42,5.225194627714961e-56,none,1.1193114717001312e-16
53 0433,34.11833333,-118.1633333,1938,HWB15,other,conventional,0.1534,none,3340699.362,419.6370115937276,C,1.0,0.0,0.0,2.828103699685679e-31,9.223005944425858e-42,none,2.36196105661056e-25
